,Audio_ID,Audio_Prompt,Audio_Path,Audio_Time,Audio_MFCC,Prompts_Length,Predicted_Sentence
65,a0298.wav,This tacit promise of continued acquaintance gave Saxon a little joy-thrill. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-hcn/wav/a0298.wav,7.375,"[[-40.64157344   9.97447938  22.76550719 ...,   5.88731321   5.04999034
    1.16429698]
 [-48.93368582  -7.2089997   16.93292793 ...,  19.0738843   -0.66306789
    6.42000905]
 [-33.74259145  11.23259728  15.16934864 ...,  -0.71973278  -4.1167281
    5.03190338]
 ..., 
 [-37.21737149   1.72336221  17.70014163 ...,  -0.49961156  -8.10666187
   -3.36356095]
 [-26.01898058  10.66388645  24.04074234 ...,   6.21889329   0.47683089
    4.69986974]
 [-14.85888576   5.84725511  22.74064069 ...,  11.08312886   5.83272707
   -3.64272522]]",12,ilodfohiar ceptn  ntlutivq oi can iasc tn tsn cTmatxje l.ehtrueygaSeaoai il-o
66,a0299.wav,I tell you I am disgusted with this adventure tomfoolery and rot. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-hcn/wav/a0299.wav,5.75,"[[-25.5484473    5.97463394  13.06550835 ...,  -6.55637016  -4.18201273
    3.02463638]
 [-16.24025919  -0.9193817   15.74179202 ...,  10.79676177   5.73868071
   -0.66547317]
 [-26.4652086    1.97986665  24.92163484 ...,  -4.78735329   1.1684502
   10.03011749]
 ..., 
 [-25.76566363  16.20914818  18.24965536 ...,   1.58924195  -0.09967607
  -10.59550549]
 [-21.01981493  17.1069485   28.70541693 ...,   5.97098206  -5.80097289
   -3.48679292]
 [-26.36919685   9.17821449  26.07274798 ...,  16.21851739   5.98457201
   -1.01496838]]",12, aeyniodeaai  tvreilught t udylooldt u fm sn r tIthdsw.  Ireoosemt
67,a0300.wav,From my earliest recollection my sleep was a period of terror. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-hcn/wav/a0300.wav,5.875,"[[-31.29824215   7.69624758  22.95343566 ...,  13.8560826    5.40399874
    3.92087171]
 [-72.75576262 -14.11799462  30.96602815 ...,   7.6297262    6.32671308
   15.25066232]
 [-24.18277409   1.3811907   26.39041352 ...,   0.42042609   3.57998413
   -4.33974234]
 ..., 
 [-28.24627165   8.62572151  15.02062562 ...,   4.1738319    1.30839999
    4.48575053]
 [-27.33696674  13.33548618  19.01825965 ...,   6.46900923   6.32064907
   -0.91760784]
 [-20.96953072  11.42192588  22.63623655 ...,   8.4741813    8.81376794
    2.75286492]]",11,seoam  o.trad  l fccsrmeaeoFe iy lepewmtep orori oters rri lynl
68,a0301.wav,But all my dreams violated this law. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-hcn/wav/a0301.wav,4.5,"[[ -2.62372092e+01   2.43664443e+01   3.14217367e+01 ...,   6.30539632e+00
    8.76882372e+00   7.17852268e-01]
 [ -2.44560014e+01   2.46021104e+01   2.78638610e+01 ...,   7.83412952e+00
    6.83646192e-01   3.90864787e+00]
 [ -5.61421991e+01   3.60357718e+00   2.61959429e+01 ...,   9.61464475e+00
    9.70062440e+00  -4.18809545e+00]
 ..., 
 [ -1.47777767e+01   1.59346111e+01   3.21684601e+01 ...,   1.00578136e+01
   -2.60410255e+00   2.10344841e-02]
 [ -3.01486976e+01   2.22378837e+01   3.07549440e+01 ...,   1.13118983e+01
   -6.45212097e-03  -3.33554252e+00]
 [ -4.04694999e+01   8.04919360e+00   2.53012152e+01 ...,   1.09464907e+01
    4.79984628e+00  -2.70427984e+00]]",7,irlm .a  hadlaldeso mvatuiwseyt  Blt 
69,a0302.wav,"It is very plausible to such people, a most convincing hypothesis. ",/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-hcn/wav/a0302.wav,6.0,"[[ -4.02316829e+01  -2.05496730e+01   5.88314987e+00 ...,   3.80325986e+00
    3.30278250e+00   1.84208269e+01]
 [ -4.05285114e+01   5.66383298e-01   1.39695965e+01 ...,   1.33379593e+01
   -3.58924304e+00   6.07341101e+00]
 [ -2.31723280e+01   2.01602614e+00   2.93104667e+01 ...,  -4.03995445e-01
   -2.06187085e+00   4.42230145e+00]
 ..., 
 [ -4.81794921e+01   1.92986997e-02   2.00375452e+01 ...,   7.93012490e+00
    3.13494294e+00   9.46333861e+00]
 [ -6.16149372e+01  -5.61991059e+00   1.31443483e+01 ...,   1.17379792e+01
    7.48912352e+00   6.48718621e+00]
 [ -3.79413510e+01   2.06669434e+01   2.96423039e+01 ...,  -4.44196256e+00
   -1.38002452e+01   2.23253671e+00]]",11,"voimpp si chgu  shp etcoo  lIethe,i. roipulvl ya nbstsnn eyeocsaits"
70,a0233.wav,I never allow what can't be changed to annoy me. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0233.wav,4.75,"[[-38.09559256 -24.80006333  24.40007067 ...,  10.56258983  19.75885448
   12.63115743]
 [-30.58497615  -1.23557453  21.93826679 ...,  -1.18861638  -3.17888949
   -5.50109158]
 [-26.77191171  12.80505454  36.86578338 ...,   9.73559745   0.12095468
   -8.84845349]
 ..., 
 [-45.0811368   -0.25031377  28.15374265 ...,   5.54535749   7.9235215
   -1.63417669]
 [-55.72643046   0.65367014  22.54023725 ...,  17.11555229   7.58638256
    8.06283842]
 [-24.27661199   9.73037701  26.60183393 ...,   1.74161438  -5.60930807
   -8.1002341 ]]",11,tnn'emhoo b a n yde avcnnel caweaa e.h  gtrIlw ot
71,a0234.wav,"Why, the average review is more nauseating than cod liver oil. ",/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0234.wav,5.5,"[[-55.2482949   -1.78854601  21.10195697 ...,  20.07484891  11.9849665
   -1.120085  ]
 [-40.5110195   13.54137658  27.38612392 ...,   4.87129035   4.95554357
   -2.66080713]
 [-24.84851049  20.94136549  19.12478378 ...,  -1.16113385   1.80846456
    3.34786031]
 ..., 
 [-38.75087255  13.32592229  19.84184997 ...,   1.75816044   4.21988331
    6.2282166 ]
 [-75.07716563  -9.69767058  19.81899275 ...,  20.32539577   7.64802812
    5.43836503]
 [-28.7658893   13.30886436  14.11166175 ...,  -0.72951808   1.03493427
   -0.14426353]]",11,"hsaucdivr  ie,eaerennttte gvhe ge hes yo.vail raoo  liamnwrWi  "
72,a0235.wav,His voice was passionately rebellious. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0235.wav,4.0,"[[-21.9138044  -12.56873889  23.58368934 ...,   8.3373426   -2.47399601
    0.20024834]
 [-44.03971924 -11.90498758  31.39900133 ...,   8.64508046   8.76537367
   12.85046033]
 [-60.05002749 -28.03281499  22.55186977 ...,  14.1834821    7.66099727
    9.6226337 ]
 ..., 
 [-32.18998699   5.25579182  38.82931624 ...,  11.51509442   4.67608426
   -2.82757378]
 [-28.17597405   7.85441699  32.54276245 ...,   7.87816364  12.86991822
   10.24752986]
 [-34.83436688  -0.71694432  19.76771584 ...,  16.8384384   11.73975246
    8.20523426]]",5,yptee aae.is iniusos ol Hwol arvecbissl
73,a0236.wav,Don't you see I hate you. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0236.wav,3.75,"[[-22.00456563   7.27692548  22.61892655 ...,  -8.7179689    1.72226624
    4.24493621]
 [-26.70215166  13.8230961   29.7043159  ...,  -0.5291794    5.94847194
    0.72190534]
 [-53.21811631  11.19249915  25.03631761 ...,  13.72641763   7.00883186
    4.32461024]
 ..., 
 [-30.86313837  19.04595879  24.69920028 ...,   3.73938888   4.99534843
    3.13128562]
 [-37.27059815  23.01907102  27.48725303 ...,   0.24773702  -1.49701406
    1.21162104]
 [-32.75976513  16.01573005  34.8468557  ...,  11.46256231   9.79563196
   10.04795998]]",7,u.   Den heoytto ' esyuoaI
74,a0237.wav,So Hughie and I did the managing ourselves. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0237.wav,4.25,"[[-26.79599432  15.4215418   16.44970111 ...,  -1.45879489  -2.14913174
   -0.61211364]
 [-31.17583061  13.04705236  25.52307232 ...,   5.56795214   0.99034051
    8.77593777]
 [-38.96340193  20.20194428  32.99241953 ...,   5.61533578  -1.49629225
   12.66785421]
 ..., 
 [-33.26092488   7.70862917  16.82741195 ...,  -1.63987383   2.39478034
    8.09445251]
 [-17.86001206  22.14229921  24.03195738 ...,  -0.58165531   1.33717609
    3.67765592]
 [-18.34067229  30.65070447  15.23699582 ...,   9.70525778   9.85160939
    8.46575683]]",8,no o  emeh. idudgn dsgeahat iarS lvIsnHiu eg
75,a0238.wav,It happened to him at the Gallina Society in Oakland one afternoon. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0238.wav,5.125,"[[-51.43129463  -3.38223996  15.42116629 ...,   3.04256978   4.38474774
   15.60893577]
 [-37.25925645   6.94239683  19.99976536 ...,  -5.25013827   1.66695185
    0.34317086]
 [-29.14527637  13.17821299  32.73267923 ...,   4.43724038  -2.88293868
  -10.82911122]
 ..., 
 [-27.27755937  -0.959509    10.64520293 ...,  -1.42659553  -9.32249469
   -6.98201831]
 [-24.6521624    9.32373084  20.67856529 ...,  -0.88079104   5.74879001
    7.88681302]
 [-22.11661406  11.46419072  14.70039829 ...,  11.69502377   3.72280684
   10.14659293]]",12,peaeeaaI np ctka.olonO rhletfa hmiane nnenG oidotti inoal  tdh  St y
76,a0239.wav,He cried in such genuine dismay that she broke into hearty laughter. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0239.wav,5.875,"[[-26.41439366  11.19542947  22.55833922 ...,   2.49038622  -2.5746878
    1.32614195]
 [-24.9502592   18.0778614   23.37141105 ...,   8.38981361  -1.24912441
    6.32198276]
 [-46.25050087  18.87740325  32.33866824 ...,  -1.14950914   8.22566305
   15.34779771]
 ..., 
 [-41.90295589   7.50499609  28.06214896 ...,  10.33402922  -1.92435675
    8.78476558]
 [-72.90476031  -3.25444409  20.28268383 ...,  27.28457966  13.86515151
    8.47192669]
 [-34.28865424  15.7579544   20.21733151 ...,   6.57393118   2.38984054
   11.12621337]]",12, m ieitnorteydahgdhns uut kh tbeecuen ahcit Hn  yrgroleearhiei s. s a
77,a0240.wav,Wash your hands of me. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0240.wav,3.375,"[[-19.17478234  13.80835915  23.10024023 ...,   6.96039933  -1.25721701
    1.1204329 ]
 [-24.69189798  22.43217115  25.43432373 ...,  13.0321219   -0.09233045
    4.16875508]
 [-54.61780224   6.90054951  26.61226516 ...,  14.1010923    5.85704077
    2.35683716]
 ..., 
 [-61.3414187    5.99845534  22.23910217 ...,  23.09552625   7.71196623
    7.48259124]
 [-48.56703538  -6.16271767  14.93937864 ...,  13.57339781   7.03514076
   13.7799452 ]
 [-36.26617107   5.95239867  19.78665597 ...,   5.81097475   7.74856304
    0.15871263]]",5,hd  hsyofmsn ar eao u.W
78,a0241.wav,I think it's much nicer to quarrel. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0241.wav,3.5,"[[-40.45416494  17.24464551  26.12779287 ...,  -3.1773171    1.98691783
    9.29142961]
 [-63.512427     4.08297721  30.94436309 ...,   3.51313592  10.66151876
    5.19319549]
 [-29.90256771  16.12025458   9.34504528 ...,  -1.61532166   8.98483076
    0.33074724]
 ..., 
 [-50.16510674  -3.20154455  12.23044938 ...,  12.92822367   4.25904729
   -3.37737788]
 [-49.252235    -7.79866504  13.62865626 ...,   7.82454875   8.36099469
   13.0222655 ]
 [-28.56507853   4.23056362   9.77655307 ...,   4.05557668  -1.77507211
   -2.6494227 ]]",8,c usn. ithralk c tnhu  ro imIierqet'
79,a0242.wav,I saw it when she rolled. ,/Users/Gurtej/Desktop/Data_Part_Project/2old2play-20110606-wlt/wav/a0242.wav,3.625,"[[-48.04498288   2.39088435  18.73749173 ...,  15.65085317   8.57639155
   14.04986083]
 [-57.66967226  -5.12945335  12.30466041 ...,   5.12992565   3.03970538
   10.5405967 ]
 [-23.28814964  11.88787692  20.09009511 ...,  -5.78284374 -14.46852356
   -9.03014721]
 ..., 
 [-27.32515183  23.5423886   19.66344865 ...,  -8.61229027  -8.70095835
   -2.2554845 ]
 [-10.86393319  13.34145102  18.14219633 ...,   1.87139171  -8.93527211
    3.79144032]
 [-28.57327739  10.72479403  23.82065843 ...,  12.49309289   6.38496811
    5.0895873 ]]",6,. enlte wd wh hlsarI osi e
80,b0244.wav,"You are positively soulless, he said savagely. ",/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0244.wav,5.375,"[[  20.99077268 -103.94865598   28.04073318 ...,   -6.99391905
     9.40997695    5.42558625]
 [  48.8455912  -118.42476629   59.39129515 ...,  -10.88263531
     6.90362972    2.66149816]
 [  14.68727937  -93.62310511   35.74831301 ...,  -11.32997249
    -7.87457386  -12.63784517]
 ..., 
 [  55.1946213  -153.74136266   56.43821911 ...,   -9.55568168
     3.12806052   -0.44931775]
 [  23.45193267 -105.68770947   50.34011833 ...,    4.3537043     5.57170594
     3.88780617]
 [  10.05684207 -124.4246409    50.08804532 ...,   -2.58609006
    -1.37337149  -15.04348853]]",7,"yss r lso eighv tioelasalousupselyei dY. e,va a"
81,b0245.wav,Harrison is still my chauffeur. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0245.wav,4.125,"[[  22.92124924  -87.17181872   41.74375712 ...,   -8.30074188
     4.91645229   -9.03433088]
 [  26.30671868 -108.50851851   53.17314908 ...,   -8.42377442
   -22.45125841  -28.78472099]
 [  19.99753311  -82.31814403   50.79730611 ...,    7.06169335
    16.89154995   11.02954759]
 ..., 
 [   5.00043779 -107.46571409   57.83444809 ...,   -0.65818097
     8.16519015  -16.72548597]
 [  12.97127618  -67.09397697   37.20291758 ...,    4.45847512
    13.66409893   -6.13361465]
 [  11.20489925  -81.82476632   53.55427118 ...,   -9.0929166   -10.07747475
    -6.65815295]]",5,eicyflmrsa.u lu  rif aoshntrH si
82,b0246.wav,The boy grew and prospered. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0246.wav,4.0,"[[  9.34135117e-01  -6.70967176e+01   4.18029079e+01 ...,   1.74775904e+00
    6.87342621e+00   2.59506315e+00]
 [  5.85379146e+00  -6.33127072e+01   4.96359814e+01 ...,  -1.84420436e+00
   -3.21987143e+00  -4.70378336e+00]
 [  1.39478480e+01  -9.85186360e+01   5.02739502e+01 ...,   9.65105793e+00
    1.84815136e+01   6.73660194e+00]
 ..., 
 [  4.31536310e+01  -1.11324659e+02   6.84100158e+01 ...,   2.05661998e+00
    1.85200662e+00  -1.74184294e+01]
 [  2.22221311e+01  -9.88629326e+01   6.08562219e+01 ...,  -2.21937978e+00
    6.90421288e-03  -1.35094254e+01]
 [  8.47600138e+00  -1.18535714e+02   4.32089640e+01 ...,  -5.60827109e+00
   -1.14698731e+01  -2.34733349e+01]]",5,dresoerawrhgdypbo  eTn  .e p
83,b0247.wav,He wanted to give the finish to this foe already so far gone. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0247.wav,6.0,"[[  27.64403604 -127.62604768   43.76668828 ...,    4.42310048
     7.38244918   -7.59138817]
 [   4.38576055  -97.54462608   30.29443756 ...,   -4.48531135
     1.39829998  -12.74407154]
 [  20.20355402  -84.38725781   62.41429068 ...,    6.85637995
    19.12988095    5.76834512]
 ..., 
 [  18.52827729  -84.3473711    40.5803346  ...,   15.37432301
    14.90936821   -6.34947936]
 [  21.91991789  -99.03713969   53.43506515 ...,   11.1683211    11.96395512
    -8.0990397 ]
 [  27.11306241  -99.22871475   48.81522493 ...,    8.18034105
     9.29736834   -7.4162593 ]]",13,hn tyoge ot vots a. n efilHe  ot ageeha edrwrdtishoa fiei fns 
84,b0248.wav,Exciting times are the lot of the fish patrol. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0248.wav,4.5,"[[  4.26599188e+01  -1.04045343e+02   6.10535224e+01 ...,   8.27385204e-02
    4.52340074e+00  -3.71921049e+00]
 [  4.32841780e+01  -1.08202595e+02   6.82103489e+01 ...,   5.84759501e+00
    8.78393341e+00  -1.34294041e+01]
 [  3.58946347e+01  -6.63415263e+01   6.11486932e+01 ...,   8.75266051e+00
    1.21063579e+01  -1.04946743e+01]
 ..., 
 [ -1.24497196e+01  -6.76145311e+01   3.91345100e+01 ...,   1.81893108e+01
    2.05675237e+01   6.19742527e+00]
 [  3.36851590e+01  -1.00900718e+02   7.15175616e+01 ...,   1.13126088e+01
    1.68742309e+01  -1.33315489e+00]
 [  1.46423946e+01  -1.14566154e+02   5.09002653e+01 ...,  -9.30349005e+00
    2.54773460e+00  -3.86563382e+00]]",9, .ioteilco Enmeiroeflt hrhigt s t ex ttp  fshaa
85,b0249.wav,I know they are my oysters. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0249.wav,4.0,"[[ 63.38750933 -75.70041453  25.34851693 ...,  -9.07522883  10.75229276
   10.52749887]
 [ 38.28747172 -78.45197009  10.5063947  ..., -11.35897425   1.86262244
    1.42738291]
 [ 50.58300256 -76.91967885   6.80422255 ...,  -3.20856884   9.91562348
    1.39883386]
 ..., 
 [ 25.86943346 -93.41491301  57.63777554 ...,  -9.21637323  -1.29846139
   -4.49671441]
 [  6.99860032 -58.16825308  50.14357954 ...,   8.36807374  13.2056763
    5.32939014]
 [  3.59694252 -75.53645147  55.26870995 ...,   1.17445223   7.99581031
  -10.59445413]]",6, shyn mewoet t syroa ky.I re
86,b0250.wav,By this time Charley was as enraged as the Greek. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0250.wav,5.375,"[[  48.88165148 -119.95298469   81.28557177 ...,   16.84165964
    -0.52375854  -13.30044761]
 [  45.48458511 -128.2160101    74.21628833 ...,   13.36124404
     3.27173451   -8.54846803]
 [  21.15767208 -111.20792418   56.00086335 ...,   12.38067221
    25.41038431    6.64956606]
 ..., 
 [  27.65648378 -115.97057938   68.23606431 ...,    6.35845271
    20.82417358    6.11340393]
 [  -4.4536851   -74.73997402   28.04936938 ...,    1.55928457    2.9182277
    -6.5041936 ]
 [  10.60532817  -84.15796943   46.51928048 ...,   20.26264104
    14.51840723    9.84241221]]",10,naCaiemkes hsae.  idte teh  hBwlaya tryesG g rsr e
87,b0251.wav,They must have been swept away by the chaotic currents. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0251.wav,5.25,"[[  70.68059088 -118.91641971   57.03250884 ...,  -11.15196595   -3.9514194
    -9.63380935]
 [  20.34893559  -80.7293964    44.0671657  ...,   21.75433565
     9.56323883  -14.9174286 ]
 [   7.22280131  -71.39620728   30.00361103 ...,    6.10574102
     8.25287634   -1.27214781]
 ..., 
 [  11.6645703   -98.76666425   56.83144003 ...,   -9.51102289
    -2.93471797   -0.5118659 ]
 [  20.88199633  -94.97155126   48.77970175 ...,   22.18577943
    15.89117245    8.47520124]
 [  -2.91040169  -81.28994015   27.14297398 ...,   -5.23717905
     4.62901408  -15.04623794]]",10,chht ywbehs aec T me  spea.tao hcueyrtuwt neaevsbn  tyir
88,b0252.wav,It resembled tea less than lager beer resembles champagne. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0252.wav,5.75,"[[  40.8928571  -106.51829735   32.78503393 ...,    9.24367627
    12.11734095   -0.56137848]
 [  57.11398354  -93.30381579   39.5607577  ...,   -0.29666287
     4.43994746   -6.10067595]
 [  28.36893475 -115.32051215   42.22646839 ...,    0.47377571
     0.56422288   -3.47948571]
 ..., 
 [  20.31746936 -123.89819275   49.58436025 ...,   -4.07231575
    -8.04831344   -7.72928663]
 [  12.38999663  -91.47498569   67.61658056 ...,    6.1065756    12.52957467
    -8.01731852]
 [  27.21107134 -110.47298172   68.21620645 ...,    5.04708644
     5.39504981   -5.99825899]]",9, lpe.cemeetrs eebbmnga  l n l Iltrhasa s ardbeseateemgeehrs
89,b0253.wav,The very opposite is true; they are discouraged vagabonds. ,/Users/Gurtej/Desktop/Data_Part_Project/314piwm-20130617-xuo/wav/b0253.wav,5.5,"[[  24.32798411  -88.08635527   15.22395681 ...,  -15.32936894
     1.86026829   -1.09506607]
 [  68.29215088 -122.6094554    51.76249242 ...,   -7.33360583
     4.01564314   -5.39709913]
 [  56.55616374 -104.11161976   35.51840755 ...,  -10.80955365
     7.17475663    2.58580401]
 ..., 
 [  44.71279768  -83.98094224   59.05528297 ...,   10.01607931
    16.25794425    5.6414812 ]
 [  34.42072009 -109.6427715    71.94849169 ...,   -3.41986554
    -6.38811401   -8.47713216]
 [  23.56501348  -82.04314915   61.53680542 ...,   -0.78532684
    -2.99099767  -17.23234788]]",9, otorsrye dt hve odhTvace.nue iipsa  segba rts; guriapeoeyd
90,en-0185.wav,"There is, for example, no assurance that ",/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0185.wav,5.0,"[[-59.88389111   3.5136077   -6.36964312 ...,  11.22604629   3.90080449
   10.99280784]
 [-35.12053104  22.60509423 -13.47463228 ...,   2.01472787   8.10772213
    5.57652498]
 [-48.92669843  25.31543415  -4.44570156 ...,  -6.86482116   9.32149778
    1.63565703]
 ..., 
 [-33.05208547 -28.33112604 -35.06440201 ...,   3.7054778    4.65862612
    6.47113853]
 [-38.287947   -41.2853021  -56.59003259 ...,   6.69194965   2.64583281
   17.67497746]
 [-32.76323605 -32.72787171 -35.93441768 ...,   7.03558562   3.83466834
   -2.51646245]]",7,"tnhah,e pf,uor Tae ss  nr o clxermesaaeit"
91,en-0186.wav,the posted prices represent prevailing market prices. ,/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0186.wav,6.125,"[[-73.34523874 -25.50377472  25.21159307 ...,  -4.35706005   1.04078377
    8.67463272]
 [-33.85341211   7.15798962   4.76555084 ...,   3.57065667  10.33370658
  -12.82860044]
 [-34.69590523  -0.59371747  11.5637132  ...,   5.79340995   0.47863359
    3.28196371]
 ..., 
 [-34.88455728  35.04522519   3.13715355 ...,   3.0749773   12.67685852
   11.29456861]
 [-62.58207327  16.50101303  -7.04722653 ...,   3.7122185    8.28251687
    3.02468265]
 [-56.39032879  16.19307215  -1.56670277 ...,   7.39499357  18.86830366
   12.15460351]]",7,mi p.srriee c  lrtetcdpse tak onerheeegpivispprratn es
92,en-0187.wav,"Very belated reply. I am cleaning up old e-mails today, ",/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0187.wav,6.25,"[[-77.68891558  23.71372449  49.49107203 ...,  15.12021369  13.25468171
    8.8735707 ]
 [-77.90511818   9.12120082  12.01645463 ...,   0.55110775  14.95771668
    4.58991287]
 [-54.05430029  35.71695795  25.15059239 ...,  -1.34215213  -1.91012707
    3.16374983]
 ..., 
 [-51.4478997   17.39861063  -9.70700604 ...,   0.99677649   1.46411635
   10.5115743 ]
 [-47.7311037    7.48045549 -34.09139499 ...,  -1.85239158  -6.72852803
  -17.26239664]
 [-45.64418796  16.97068212 -14.691761   ...,  12.25505263   6.99579966
   -1.1319066 ]]",11," e y  p atgbel d ida  Vt,aelluncmryi nlaeroeaesomlI.-dyp"
93,en-0188.wav,and came across this one that I had not answered. ,/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0188.wav,5.375,"[[ -1.00066785e+02  -3.72158235e+01   2.35431301e+01 ...,  -1.23668175e+01
    2.14110460e-02   1.34288986e+01]
 [ -8.04078829e+01  -2.21911638e+01   1.45913095e+01 ...,  -5.45043152e+00
    1.36614926e+01   1.35068631e+01]
 [ -6.92347291e+01  -1.65417313e+01  -3.92065722e+00 ...,   5.52581439e-01
    6.05783745e+00   7.25872553e+00]
 ..., 
 [ -5.80175611e+01   2.36293129e+01  -8.61196929e+00 ...,  -2.04197776e-01
    1.62783798e+01  -8.79728087e-03]
 [ -8.24364928e+01   9.25330969e+00  -8.72008153e+00 ...,  -1.88925341e-01
   -3.06425956e+00  -7.19263234e+00]
 [ -6.06138122e+01   1.39180581e+01  -1.72419607e+00 ...,   9.20711689e+00
    6.82440564e+00  -1.21121618e+00]]",10,wd nchsstne o st n  inadsoa  maahtro tcd hraeI.aee
94,en-0189.wav,The potential for freezing rain and hazardous road conditions ,/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0189.wav,5.75,"[[ -67.61528672   22.63744591   62.27470784 ...,   -5.06352245
    12.07874463    0.87189376]
 [-111.23656201  -13.43042993   22.35547824 ...,   -6.83172486
     1.92870298    9.85478412]
 [ -48.5131408    39.46637218   42.61766821 ...,    5.98544242
     4.49292484   -0.68993476]
 ..., 
 [ -69.06999521   24.24198942   -1.75167861 ...,   -9.47042008  -11.7025488
    -5.24336575]
 [ -49.06037673   40.67165029   22.30981824 ...,   11.72028267
    17.32470306   -3.92126613]
 [ -87.39862216   22.04801717   -9.87810143 ...,  -17.60009586
    -6.67612012   -0.29511833]]",9, noi artdflai f adinrinaszh doTghet   ae noorrisueztperadoocnn
95,en-0190.wav,may be present this evening and early tomorrow morning ,/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0190.wav,5.5,"[[-104.0042631   -33.51039758   39.12141331 ...,    6.06980985
    -1.76367265   -0.25601505]
 [ -74.17388713    5.73302746   54.93414827 ...,    4.70496716   15.9379392
     5.36231209]
 [ -88.24562418   -1.82022133   18.04721436 ...,    7.24649438
    17.69306609   15.15972968]
 ..., 
 [ -76.93095445   10.83478967  -22.56782876 ...,   17.51053912
    16.00519515   -2.24703398]
 [ -88.27076905    5.54619259   -6.31334673 ...,    5.96048553
     3.33063599   -6.17574218]
 [ -66.12599711   29.24226028    1.86727157 ...,   -1.54005419
    -4.70841745   -7.75561753]]",9,gm e brn ao meens peryo onwtnmaiertot andlyhgie srri vn
96,en-0191.wav,Just a note to check in. Are there any new developments? ,/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0191.wav,5.75,"[[-95.50807727 -18.64403502  26.88590877 ...,  -6.18356622   6.40115898
    9.66170107]
 [-62.25992947  10.54687304  17.94221595 ...,   0.51263885  11.83068071
    5.6803782 ]
 [-68.66731518   6.14433631   8.83417278 ...,   8.12422806  12.57782049
   15.43606952]
 ..., 
 [-42.92715778  19.88235565  -6.66487799 ...,  10.91203805  15.99906159
   12.21012327]
 [-62.82779041  17.13553447 -21.76867866 ...,  -2.32064131   9.72459203
   10.12039232]
 [-63.13080834  10.47210797 -22.78065102 ...,   6.65014613  18.37441886
    6.98694328]]",11,rnoenAoece ha ee.ih ektdv ?sstea wmcnoryte plt teJnn    u
97,en-0192.wav,He said he gave her a pay raise to lure her to state service in April ,/Users/Gurtej/Desktop/Data_Part_Project/_caustic_-20170306-smy/wav/en-0192.wav,6.25,"[[-97.40978748   2.50187507  21.99601926 ...,  -6.30899329   3.69938963
    0.79408697]
 [-56.00213235  35.59748474  30.30802263 ...,  -7.04235203   4.61050796
   -3.60555872]
 [-58.33329261  34.40415634  21.83396205 ...,  -3.67514312   8.0740532
    3.60964451]
 ..., 
 [-49.40777895  22.05037562 -13.19980223 ...,   5.59413255   0.89726314
    3.25057452]
 [-66.46290027  -5.00695293 -26.17937113 ...,  18.51635747  19.83742668
    7.80221648]
 [-58.701674    16.14617659   1.34070412 ...,   4.52847058   3.7232144
   -0.44739042]]",16,t    ltepia liseevheei  ovd nta a oaira   steges syhrAreaeeuh rpiHrr c
